unique_registration_roll_number,student_id,certificate_serial_number,institute_type,institute_name,institute_website,accreditation_statement,credential_category,credential_title,issuance_date,convocation_date,year,marks_percent,marks_removed_flag,num_subjects,signed_hash_present,ocr_vs_meta_name_match,ocr_vs_meta_institute_match,ela_score,image_complexity_kb,label,tamper_type,image_file,meta_file,logo_file
ROLL9770134,STU789546,CA501D14A6004577,IIIT,IIIT Allahabad,https://www.iiitallahabad.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Online Course: Deep Learning Specialization,24-01-2011,24-01-2012,2024,,1,,0,97,80,12.32,161.7,genuine,,images/ROLL9770134.jpg,metadata/ROLL9770134.json,logos/IIIT_Allahabad_logo.png
ROLL5395136,STU537521,4986529E96E34803,NIT,NIT Surathkal,https://www.nitsurathkal.edu.in,Recognized by Ministry of Education,Degree,B.Tech Electronics,29-08-2018,29-08-2018,2020,75.92,0,11,1,94,95,4.2,510.87,genuine,,images/ROLL5395136.jpg,metadata/ROLL5395136.json,logos/NIT_Surathkal_logo.png
ROLL3883237,STU616788,04009AD575A9417F,IIT,IIT Delhi,https://home.iitd.ac.in/,Institutes of National Importance (Act of Parliament),ShortCourse,Summer School: Embedded Systems,31-12-2025,31-12-2025,2011,75.5,0,4,1,95,91,18.74,704.73,genuine,,images/ROLL3883237.jpg,metadata/ROLL3883237.json,logos/IIT_Delhi_logo.png
ROLL5937105,STU255540,47791EFF83A8469A,NIT,NIT Durgapur,https://www.nitdurgapur.edu.in,Institutes of National Importance (Act of Parliament),Degree,B.Tech Computer Science,18-11-2024,17-05-2025,2024,64.59,0,11,1,95,89,17.29,521.66,genuine,,images/ROLL5937105.jpg,metadata/ROLL5937105.json,logos/NIT_Durgapur_logo.png
ROLL7601791,STU254191,A3C93C32C44C4E56,IIT,IIT Hyderabad,https://www.iith.ac.in/,Institutes of National Importance (Act of Parliament),Degree,B.Tech Electronics,10-04-2016,07-10-2016,2025,88.26,0,9,0,98,98,8.53,165.6,genuine,,images/ROLL7601791.jpg,metadata/ROLL7601791.json,logos/IIT_Hyderabad_logo.png
ROLL4742721,STU371296,48485E74C68F466F,IIT,IIT Tirupati,https://www.iittirupati.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Diploma,PG Diploma in AI & ML,02-06-2012,02-06-2012,2023,64.17,0,11,1,87,94,11.77,786.24,genuine,,images/ROLL4742721.jpg,metadata/ROLL4742721.json,logos/IIT_Tirupati_logo.png
ROLL1279644,STU178677,2D433574A9294F02,NIT,NIT Kurukshetra,https://www.nitkurukshetra.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Online Course: Deep Learning Specialization,27-09-2021,27-09-2021,2011,91.1,0,2,0,91,98,4.08,556.28,genuine,,images/ROLL1279644.jpg,metadata/ROLL1279644.json,logos/NIT_Kurukshetra_logo.png
ROLL1194441,STU266815,365EC039EF0947B4,IIT,IIT Palakkad,https://www.iitpalakkad.edu.in,Recognized by Ministry of Education,Degree,B.Tech Computer Science,05-05-2019,04-06-2019,2016,58.44,0,12,1,92,98,6.3,459.42,genuine,,images/ROLL1194441.jpg,metadata/ROLL1194441.json,logos/IIT_Palakkad_logo.png
ROLL7222665,STU348610,88539F68631F474D,GFTI,BPUT,https://www.bput.edu.in,Accredited by NAAC A Grade,ShortCourse,Summer School: Embedded Systems,11-11-2010,11-11-2011,2010,92.12,0,2,0,92,91,16.74,748.53,genuine,,images/ROLL7222665.jpg,metadata/ROLL7222665.json,logos/BPUT_logo.png
ROLL7416867,STU424309,C4A9E043E10A4485,IIT,IIT Indore,https://www.iitindore.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,MBA,24-08-2025,24-08-2026,2012,67.58,0,6,1,98,85,8.45,253.44,genuine,,images/ROLL7416867.jpg,metadata/ROLL7416867.json,logos/IIT_Indore_logo.png
ROLL9171298,STU988538,8E40A19807FE452E,NIT,NIT Calicut,https://www.nitcalicut.edu.in,Institutes of National Importance (Act of Parliament),Diploma,Diploma in Civil Engineering,07-09-2013,07-09-2013,2011,78.77,0,8,1,84,86,10.82,461.36,genuine,,images/ROLL9171298.jpg,metadata/ROLL9171298.json,logos/NIT_Calicut_logo.png
ROLL4316850,STU535692,A0DBE7BCBCF54ABF,NIT,NIT Kurukshetra,https://www.nitkurukshetra.edu.in,Recognized by Ministry of Education,Degree,B.Tech Computer Science,02-12-2024,02-12-2025,2019,69.82,0,6,1,82,96,9.31,496.88,genuine,,images/ROLL4316850.jpg,metadata/ROLL4316850.json,logos/NIT_Kurukshetra_logo.png
ROLL4354469,STU293454,0A0355A6E7924763,NIT,NIT Patna International,https://www.nitpatna.edu.in,Institutes of National Importance (Act of Parliament),Diploma,PG Diploma in AI & ML,07-01-2010,07-01-2010,2018,51.76,0,11,0,90,43,17.44078256,389.45,tampered,inst_name_changed,images/ROLL4354469.jpg,metadata/ROLL4354469.json,logos/NIT_Patna_International_logo.png
ROLL3994542,STU295406,2F852347FD5D4848,PRIVATE,Amrita Vishwa Vidyapeetham,https://www.amritavishwavidyapeetham.edu.in,Accredited by NAAC A Grade,Diploma,Diploma in Civil Engineering,16-09-2019,14-03-2020,2015,66.48,0,7,1,82,80,8.63,771.5,genuine,,images/ROLL3994542.jpg,metadata/ROLL3994542.json,logos/Amrita_Vishwa_Vidyapeetham_logo.png
ROLL9640428,STU371946,ABB4A70E82E6493A,GFTI,CET Bhubaneswar,https://www.cetbhubaneswar.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,MBA,16-03-2021,12-09-2021,2011,52.1,0,11,1,88,85,14.9,218.57,genuine,,images/ROLL9640428.jpg,metadata/ROLL9640428.json,logos/CET_Bhubaneswar_logo.png
ROLL9404660,STU483332,694FA45BBB7143D2,IIT,IIT Mandi,https://www.iitmandi.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Workshop: Data Science Bootcamp,20-10-2025,20-10-2026,2011,,1,,1,83,82,14.36,542.79,genuine,,images/ROLL9404660.jpg,metadata/ROLL9404660.json,logos/IIT_Mandi_logo.png
ROLL9830456,STU601559,F8C6CF2846314A78,IIT,IIT Kharagpur,https://www.iitkharagpur.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,MBA,24-02-2016,24-02-2016,2018,73.78,0,7,1,51,67,20.28248419,730,tampered,metadata_mismatch,images/ROLL9830456.jpg,metadata/ROLL9830456.json,logos/IIT_Kharagpur_logo.png
ROLL5147377,STU374065,96C4DC8908BB4145,NIT,MNNIT  Allahabad,https://www.mnnit.ac.in/,"Declared under Distinct Category by Ministry of Education, Government of India",ShortCourse,Summer School: Embedded Systems,18-12-2011,18-12-2011,2016,,1,,0,98,94,5.56,130.88,genuine,,images/ROLL5147377.jpg,metadata/ROLL5147377.json,logos/NIT_Allahabad_logo.png
ROLL9090219,STU719557,53A319E43B474FA2,NIT,NIT Trichy,https://www.nittrichy.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,B.Tech Computer Science,21-07-2015,20-07-2016,2025,68.52,0,9,0,90,98,9.96,366.68,genuine,,images/ROLL9090219.jpg,metadata/ROLL9090219.json,logos/NIT_Trichy_logo.png
ROLL5148509,STU871658,E70E52386ED44E6E,GFTI,BPUT,https://www.bput.edu.in,Accredited by AICTE,Diploma,Diploma in Civil Engineering,24-05-2023,24-05-2023,2018,64.92,0,6,1,88,80,9.64,683.24,genuine,,images/ROLL5148509.jpg,metadata/ROLL5148509.json,logos/BPUT_logo.png
ROLL9856570,STU317300,4D0EC3BDE9E3431F,IIT,IIT Hyderabad,https://www.iith.ac.in/,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,B.Tech Electronics,19-03-2023,19-03-2023,2019,72.06,0,9,1,88,89,11.31,130.9,genuine,,images/ROLL9856570.jpg,metadata/ROLL9856570.json,logos/IIT_Hyderabad_logo.png
ROLL9744796,STU904700,871E9BA127F64883,IIT,IIT BHU Varanasi,https://www.iitbhuvaranasi.edu.in,Recognized by Ministry of Education,Degree,MBA,13-08-2025,13-08-2025,2021,66.94,0,9,1,98,89,4.09,712.07,genuine,,images/ROLL9744796.jpg,metadata/ROLL9744796.json,logos/IIT_BHU_Varanasi_logo.png
ROLL8139992,STU856533,FFC1C459EBDC4BF4,IIT,IIT Mandi,https://www.iitmandi.edu.in,Institutes of National Importance (Act of Parliament),Degree,B.Tech Computer Science,29-12-2019,29-12-2019,2025,73.01,0,12,1,95,94,19.49,796.47,genuine,,images/ROLL8139992.jpg,metadata/ROLL8139992.json,logos/IIT_Mandi_logo.png
ROLL1306129,STU799617,0C9AF3E20F994E6C,NIT,NIT Kurukshetra,https://www.nitkurukshetra.edu.in,Recognized by Ministry of Education,ShortCourse,Summer School: Embedded Systems,21-06-2013,21-06-2013,2020,,1,,0,85,82,7.78,575.7,genuine,,images/ROLL1306129.jpg,metadata/ROLL1306129.json,logos/NIT_Kurukshetra_logo.png
ROLL5542995,STU846524,7466DB1DC5D44D13,NIT,NIT Jamshedpur,https://www.nitjamshedpur.edu.in,Institutes of National Importance (Act of Parliament),Diploma,Diploma in Civil Engineering,22-03-2018,22-03-2018,2012,89.56,0,8,1,86,89,6.32,201.14,genuine,,images/ROLL5542995.jpg,metadata/ROLL5542995.json,logos/NIT_Jamshedpur_logo.png
ROLL9258381,STU587301,D45280CECEEB4A9A,IIT,IIT Delhi,https://home.iitd.ac.in/,"Declared under Distinct Category by Ministry of Education, Government of India",Diploma,PG Diploma in AI & ML,02-07-2011,01-08-2011,2020,71.32,0,11,0,93,83,12.28,168.04,genuine,,images/ROLL9258381.jpg,metadata/ROLL9258381.json,logos/IIT_Delhi_logo.png
ROLL6965875,STU445640,27E0FB3E781A4C0F,IIT,IIT Tirupati,https://www.iittirupati.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,B.Tech Computer Science,06-10-2025,05-11-2025,2025,77.74,0,6,1,94,80,3.45,893.9,genuine,,images/ROLL6965875.jpg,metadata/ROLL6965875.json,logos/IIT_Tirupati_logo.png
ROLL9551037,STU482841,9488175A3A794C7B,PRIVATE,IIIT Bangalore (Private),https://www.iiitbangalore(private).edu.in,Institutes of National Importance (Act of Parliament),ShortCourse,Summer School: Embedded Systems,07-10-2016,07-10-2018,2016,,1,,1,90,92,19.62,105.44,genuine,,images/ROLL9551037.jpg,metadata/ROLL9551037.json,logos/IIIT_Bangalore_(Private)_logo.png
ROLL5977153,STU568260,CE9252D53E4241E1,IIIT,IIIT Hyderabad,https://www.iiithyderabad.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Workshop: Data Science Bootcamp,29-04-2022,29-04-2023,2025,,1,,0,87,86,18.11,139.37,genuine,,images/ROLL5977153.jpg,metadata/ROLL5977153.json,logos/IIIT_Hyderabad_logo.png
ROLL5323577,STU418897,3E83364503704415,GFTI,MNNIT  Allahabad,https://www.mnnit.ac.in/,Accredited by AICTE,Degree,MBA,28-10-2013,28-10-2013,2017,61.69,0,6,1,87,94,18.37,237.61,genuine,,images/ROLL5323577.jpg,metadata/ROLL5323577.json,logos/MNNIT_Allahabad_logo.png
ROLL9574539,STU763498,41D0F713D6564C51,IIT,IIT Madras,https://www.iitmadras.edu.in,Recognized by Ministry of Education,Degree,MBA,17-08-2017,17-08-2017,2013,62.44,0,6,1,96,93,17.03,832.79,genuine,,images/ROLL9574539.jpg,metadata/ROLL9574539.json,logos/IIT_Madras_logo.png
ROLL7682687,STU398375,7D9571F39FE54E66,NIT,NIT Durgapur,https://www.nitdurgapur.edu.in,Institutes of National Importance (Act of Parliament),Degree,M.Tech Computer Science,25-09-2015,24-09-2017,2020,70.83,0,8,1,96,82,16.95,775.04,genuine,,images/ROLL7682687.jpg,metadata/ROLL7682687.json,logos/NIT_Durgapur_logo.png
ROLL2123483,STU469156,F018C05ECC414339,NIT,NIT Silchar,https://www.nitsilchar.edu.in,Institutes of National Importance (Act of Parliament),Degree,B.Tech Electronics,03-11-2011,02-11-2013,2022,63.19,0,6,1,81,81,10.18,403.68,genuine,,images/ROLL2123483.jpg,metadata/ROLL2123483.json,logos/NIT_Silchar_logo.png
ROLL7782004,STU143828,C3FE3BD8C9F14D99,NIT,NIT Patna,https://www.nitpatna.edu.in,Recognized by Ministry of Education,Certificate,Professional Certificate: Cloud Architect,28-11-2016,28-12-2016,2017,,1,,0,98,82,7.86,815,genuine,,images/ROLL7782004.jpg,metadata/ROLL7782004.json,logos/NIT_Patna_logo.png
ROLL2052754,STU470946,315200E7E8A74CC6,GFTI,BIT Mesra,https://www.bitmesra.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,M.Tech Computer Science,19-10-2016,19-10-2018,2025,83.77,0,7,1,91,91,11.6,857.92,genuine,,images/ROLL2052754.jpg,metadata/ROLL2052754.json,logos/BIT_Mesra_logo.png
ROLL2277041,STU128063,9529A06561AB41B3,GFTI,CET Bhubaneswar,https://www.cetbhubaneswar.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Online Course: Deep Learning Specialization,04-07-2019,04-07-2019,2013,,1,,0,93,80,17.03,185.36,genuine,,images/ROLL2277041.jpg,metadata/ROLL2277041.json,logos/CET_Bhubaneswar_logo.png
ROLL1928867,STU297184,DA2781931061407D,GFTI,BPUT,https://www.bput.edu.in,Accredited by AICTE,Diploma,Diploma in Civil Engineering,22-02-2020,22-02-2020,2019,69.64,0,8,1,96,83,17.34,335.06,genuine,,images/ROLL1928867.jpg,metadata/ROLL1928867.json,logos/BPUT_logo.png
ROLL2028110,STU996370,FA55BB6E55C142BD,NIT,NIT Surathkal,https://www.nitsurathkal.edu.in,Recognized by Ministry of Education,Certificate,Online Course: Deep Learning Specialization,26-01-2017,25-02-2017,2016,,1,,0,51,71,30.94503661,520.37,tampered,metadata_mismatch,images/ROLL2028110.jpg,metadata/ROLL2028110.json,logos/NIT_Surathkal_logo.png
ROLL6893318,STU519485,374D9769837B4ABE,GFTI,BPUT,https://www.bput.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Workshop: Data Science Bootcamp,24-07-2024,24-07-2025,2020,88.99,0,2,1,98,90,3.87,451.37,genuine,,images/ROLL6893318.jpg,metadata/ROLL6893318.json,logos/BPUT_logo.png
ROLL2337258,STU176334,731D25BFF0A142A5,GFTI,BIT Mesra,https://www.bitmesra.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Diploma,PG Diploma in AI & ML,31-12-2018,31-12-2018,2015,65.25,0,10,1,86,95,7.12,682.14,genuine,,images/ROLL2337258.jpg,metadata/ROLL2337258.json,logos/BIT_Mesra_logo.png
ROLL8801573,STU729593,49AD0E1457964ABF,PRIVATE,Amrita Vishwa Vidyapeetham,https://www.amritavishwavidyapeetham.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Certificate,Online Course: Deep Learning Specialization,25-05-2017,24-06-2017,2025,,1,,0,92,86,11.58,457.96,genuine,,images/ROLL8801573.jpg,metadata/ROLL8801573.json,logos/Amrita_Vishwa_Vidyapeetham_logo.png
ROLL2663659,STU172235,B11B9FF083594337,IIT,IIT Delhi,https://home.iitd.ac.in/,Recognized by Ministry of Education,Degree,MBA,24-02-2012,23-02-2014,2012,69.46,0,6,1,93,83,11.39,894.04,genuine,,images/ROLL2663659.jpg,metadata/ROLL2663659.json,logos/IIT_Delhi_logo.png
ROLL9715446,STU237260,003C3D79698C4E4E,IIIT,IIITDM Jabalpur,https://www.iiitdmjabalpur.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Diploma,Diploma in Civil Engineering,27-04-2014,26-04-2016,2025,71.81,0,11,0,85,93,12.41,891.98,genuine,,images/ROLL9715446.jpg,metadata/ROLL9715446.json,logos/IIITDM_Jabalpur_logo.png
ROLL8711930,STU882045,0EAA43EFED784903,PRIVATE,Manipal Institute of Technology International,https://www.manipalinstituteoftechnology.edu.in,Recognized by Ministry of Education,Diploma,Diploma in Civil Engineering,09-09-2011,09-09-2011,2015,68.31,0,8,1,86,40,28.32347083,889.93,tampered,inst_name_changed,images/ROLL8711930.jpg,metadata/ROLL8711930.json,logos/Manipal_Institute_of_Technology_International_logo.png
ROLL5884199,STU898805,223EF95F98374A70,GFTI,BCECE,https://www.bcece.edu.in,Accredited by AICTE,ShortCourse,Summer School: Embedded Systems,07-10-2014,07-10-2014,2020,,1,,1,51,66,22.23888035,289.27,tampered,metadata_mismatch,images/ROLL5884199.jpg,metadata/ROLL5884199.json,logos/BCECE_logo.png
ROLL9696605,STU694459,373369DD4C7745B3,GFTI,BCECE,https://www.bcece.edu.in,Accredited by NAAC A Grade,Diploma,PG Diploma in AI & ML,02-04-2015,01-04-2016,2011,70.83,0,10,1,89,85,3.6,590.65,genuine,,images/ROLL9696605.jpg,metadata/ROLL9696605.json,logos/BCECE_logo.png
ROLL3252532,STU360413,F0AA63572320427F,IIT,IIT Gandhinagar,https://www.iitgandhinagar.edu.in,Institutes of National Importance (Act of Parliament),Degree,M.Tech Computer Science,16-08-2020,16-08-2020,2015,86.47,0,12,1,81,98,2.84,729.82,genuine,,images/ROLL3252532.jpg,metadata/ROLL3252532.json,logos/IIT_Gandhinagar_logo.png
ROLL9644926,STU183458,241F651FFEC24A8E,GFTI,CET Bhubaneswar,https://www.cetbhubaneswar.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,M.Tech Computer Science,28-10-2015,27-10-2016,2025,75.26,0,7,1,90,95,13.33,730.64,genuine,,images/ROLL9644926.jpg,metadata/ROLL9644926.json,logos/CET_Bhubaneswar_logo.png
ROLL2863895,STU105314,D8810F3257B24615,PRIVATE,VIT Vellore,https://www.vitvellore.edu.in,Recognized by Ministry of Education,ShortCourse,Summer School: Embedded Systems,18-11-2018,17-11-2020,2024,,1,,0,84,89,9.33,359.48,genuine,,images/ROLL2863895.jpg,metadata/ROLL2863895.json,logos/VIT_Vellore_logo.png
ROLL2766382,STU239242,526FB8A28E6A49AF,NIT,NIT Srinagar,https://www.nitsrinagar.edu.in,Recognized by Ministry of Education,Diploma,Diploma in Civil Engineering,29-06-2022,29-06-2022,2011,76.13,0,9,0,93,95,9.8,557.52,genuine,,images/ROLL2766382.jpg,metadata/ROLL2766382.json,logos/NIT_Srinagar_logo.png
ROLL2888356,STU549772,6A1105EA811D4651,IIT,IIT Jodhpur,https://www.iitjodhpur.edu.in,Institutes of National Importance (Act of Parliament),Certificate,Professional Certificate: Cloud Architect,11-11-2014,10-11-2016,2018,,1,,1,91,88,19.2311962,853.32,tampered,marks_removed,images/ROLL2888356.jpg,metadata/ROLL2888356.json,logos/IIT_Jodhpur_logo.png
ROLL7281376,STU264501,AB71084F9C224B0B,NIT,NIT Srinagar,https://www.nitsrinagar.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,MBA,23-06-2021,23-06-2021,2012,77.37,0,11,1,94,80,3.05,669.17,genuine,,images/ROLL7281376.jpg,metadata/ROLL7281376.json,logos/NIT_Srinagar_logo.png
ROLL3537755,STU118320,1D454FC861674535,GFTI,BPUT,https://www.bput.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,M.Tech Computer Science,16-10-2014,15-10-2016,2025,67.07,0,11,0,83,85,15.86,437.54,genuine,,images/ROLL3537755.jpg,metadata/ROLL3537755.json,logos/BPUT_logo.png
ROLL6481368,STU916570,69AE9D99ADC8476E,IIT,IIT Delhi,https://home.iitd.ac.in/,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,MBA,29-08-2023,28-08-2025,2015,72.48,0,10,1,92,81,13.22,399.81,genuine,,images/ROLL6481368.jpg,metadata/ROLL6481368.json,logos/IIT_Delhi_logo.png
ROLL6087911,STU803632,17E426BDCA3B4F64,IIT,IIT Guwahati,https://www.iitg.ac.in/,Institutes of National Importance (Act of Parliament),Diploma,Diploma in Civil Engineering,23-09-2025,23-09-2026,2017,58.24,0,6,1,93,96,18.37,885.55,genuine,,images/ROLL6087911.jpg,metadata/ROLL6087911.json,logos/IIT_Guwahati_logo.png
ROLL4313821,STU493107,1D17BE9FB4DF4552,NIT,NIT Patna,https://www.nitpatna.edu.in,Recognized by Ministry of Education,Certificate,Professional Certificate: Cloud Architect,10-03-2010,10-03-2011,2018,85.47,0,5,0,93,90,9.41,154.4,genuine,,images/ROLL4313821.jpg,metadata/ROLL4313821.json,logos/NIT_Patna_logo.png
ROLL2637405,STU406338,D50277844C8F4A26,NIT,NIT Raipur,https://www.nitrr.ac.in/,"Declared under Distinct Category by Ministry of Education, Government of India",Diploma,Diploma in Civil Engineering,05-07-2020,01-01-2021,2025,43.46,0,12,0,91,91,38.0085551,909.16645,tampered,marks_changed,images/ROLL2637405.jpg,metadata/ROLL2637405.json,logos/NIT_Raipur_logo.png
ROLL4230639,STU486262,AA930F0B40864085,IIT,IIT Dhanbad,https://www.iitism.ac.in/,Institutes of National Importance (Act of Parliament),Degree,B.Tech Electronics,09-01-2024,08-02-2024,2025,66.29,0,10,1,95,85,12.71,604.44,genuine,,images/ROLL4230639.jpg,metadata/ROLL4230639.json,logos/IIT_Dhanbad_logo.png
ROLL3405501,STU700270,85B18896D80D4445,NIT,NIT Raipur,https://www.nitrr.ac.in/,Recognized by Ministry of Education,Certificate,Online Course: Deep Learning Specialization,08-07-2017,08-07-2019,2011,93.43,0,3,1,84,89,15.54,124.52,genuine,,images/ROLL3405501.jpg,metadata/ROLL3405501.json,logos/NIT_Raipur_logo.png
ROLL2412343,STU446092,F910B119E3A84217,IIT,IIT Ropar,https://www.iitropar.edu.in,"Declared under Distinct Category by Ministry of Education, Government of India",Degree,MBA,17-08-2010,13-02-2011,2019,47.39,0,7,0,98,81,10.11,659.45,genuine,,images/ROLL2412343.jpg,metadata/ROLL2412343.json,logos/IIT_Ropar_logo.png
ROLL3022672,STU488580,853DA0DABFE14DFF,NIT,NIT Calicut,https://www.nitcalicut.edu.in,Institutes of National Importance (Act of Parliament),Degree,M.Tech Computer Science,21-06-2015,18-12-2015,2017,61.36,0,11,0,98,98,15.55,840.85,genuine,,images/ROLL3022672.jpg,metadata/ROLL3022672.json,logos/NIT_Calicut_logo.png
ROLL8232033,STU806044,234774DB278E4247,IIIT,IIIT Hyderabad,https://www.iiithyderabad.edu.in,Recognized by Ministry of Education,Certificate,Workshop: Data Science Bootcamp,21-04-2018,21-04-2018,2023,,1,,1,98,86,10.62,188.97,genuine,,images/ROLL8232033.jpg,metadata/ROLL8232033.json,logos/IIIT_Hyderabad_logo.png
